,Target,Model,Parameters,AUC-ROC,AP
0,All,xStream,"k:50,nchains:50,depth:10",0.7339174932046492,0.36231846151131586
1,All,xStream,"k:50,nchains:50,depth:20",0.7369609023816717,0.3490958021699012
2,All,xStream,"k:50,nchains:100,depth:10",0.7405355861362621,0.3550753225248809
3,All,xStream,"k:50,nchains:100,depth:20",0.7465291141835938,0.3704338441488327
4,All,xStream,"k:100,nchains:50,depth:10",0.7364411020129504,0.355747781755028
5,All,xStream,"k:100,nchains:50,depth:20",0.7537814065933299,0.375142118456246
6,All,xStream,"k:100,nchains:100,depth:10",0.7551052434390598,0.3725682447670897
7,All,xStream,"k:100,nchains:100,depth:20",0.7353196228178113,0.35145029624124735
8,All,Isolation Forest,"n_est:100,max_samples:10,max_features:1",0.5267529597846441,0.2127846422906675
9,All,Isolation Forest,"n_est:100,max_samples:10,max_features:2",0.6394379845202944,0.3841846448402002
10,All,Isolation Forest,"n_est:100,max_samples:10,max_features:3",0.5421905100310777,0.2618397410685131
11,All,Isolation Forest,"n_est:100,max_samples:10,max_features:4",0.6727536305269829,0.3502958276575764
12,All,Isolation Forest,"n_est:100,max_samples:10,max_features:5",0.5420105083797894,0.27456185229028707
13,All,Isolation Forest,"n_est:100,max_samples:10,max_features:6",0.526044520928084,0.27012500242724924
14,All,Isolation Forest,"n_est:100,max_samples:10,max_features:7",0.6502349967859742,0.37281198386381703
15,All,Isolation Forest,"n_est:100,max_samples:10,max_features:8",0.6465049746931335,0.3395666236920622
16,All,Isolation Forest,"n_est:100,max_samples:10,max_features:9",0.669265876376375,0.2962128444639222
17,All,Isolation Forest,"n_est:100,max_samples:60,max_features:1",0.6397619750206472,0.2575113631420824
18,All,Isolation Forest,"n_est:100,max_samples:60,max_features:2",0.6102872892455982,0.25850134098448396
19,All,Isolation Forest,"n_est:100,max_samples:60,max_features:3",0.5893325776984782,0.2605937214544914
20,All,Isolation Forest,"n_est:100,max_samples:60,max_features:4",0.6096467290647447,0.253865551547751
21,All,Isolation Forest,"n_est:100,max_samples:60,max_features:5",0.5482101668474686,0.24802323289006067
22,All,Isolation Forest,"n_est:100,max_samples:60,max_features:6",0.657556976306507,0.27780688567904255
23,All,Isolation Forest,"n_est:100,max_samples:60,max_features:7",0.678995163620971,0.310308002640201
24,All,Isolation Forest,"n_est:100,max_samples:60,max_features:8",0.6789271290456875,0.293189463679491
25,All,Isolation Forest,"n_est:100,max_samples:60,max_features:9",0.690524810357519,0.3220663537418682
26,All,Isolation Forest,"n_est:100,max_samples:110,max_features:1",0.5760209364401168,0.23105542569798548
27,All,Isolation Forest,"n_est:100,max_samples:110,max_features:2",0.5768330173352847,0.2283507673214336
28,All,Isolation Forest,"n_est:100,max_samples:110,max_features:3",0.7062709170462095,0.3156481681018675
29,All,Isolation Forest,"n_est:100,max_samples:110,max_features:4",0.6616276701544105,0.28064360429975366
30,All,Isolation Forest,"n_est:100,max_samples:110,max_features:5",0.6692345093815377,0.3030497631170722
31,All,Isolation Forest,"n_est:100,max_samples:110,max_features:6",0.6441130386673355,0.26460053273917244
32,All,Isolation Forest,"n_est:100,max_samples:110,max_features:7",0.6592336762541997,0.26776128272668537
33,All,Isolation Forest,"n_est:100,max_samples:110,max_features:8",0.7162258845180745,0.32622602850187943
34,All,Isolation Forest,"n_est:100,max_samples:110,max_features:9",0.6343843750210465,0.2836643232277141
35,All,Isolation Forest,"n_est:100,max_samples:160,max_features:1",0.5118839752945317,0.2177210819266373
36,All,Isolation Forest,"n_est:100,max_samples:160,max_features:2",0.5944382576563528,0.2382883772342911
37,All,Isolation Forest,"n_est:100,max_samples:160,max_features:3",0.6342952628229896,0.2714132923089881
38,All,Isolation Forest,"n_est:100,max_samples:160,max_features:4",0.630671720141053,0.25723717279348435
39,All,Isolation Forest,"n_est:100,max_samples:160,max_features:5",0.5477415015399136,0.2620065248004796
40,All,Isolation Forest,"n_est:100,max_samples:160,max_features:6",0.6460282026075888,0.2612688787349279
41,All,Isolation Forest,"n_est:100,max_samples:160,max_features:7",0.6819619325660746,0.29851150703290197
42,All,Isolation Forest,"n_est:100,max_samples:160,max_features:8",0.6476663329999993,0.26875145364669617
43,All,Isolation Forest,"n_est:100,max_samples:160,max_features:9",0.6346630611044026,0.27378791104960815
44,All,Isolation Forest,"n_est:200,max_samples:10,max_features:1",0.7670049957707562,0.4815640185937303
45,All,Isolation Forest,"n_est:200,max_samples:10,max_features:2",0.6434438865041104,0.2800954493702106
46,All,Isolation Forest,"n_est:200,max_samples:10,max_features:3",0.5059197251877093,0.23578869625504284
47,All,Isolation Forest,"n_est:200,max_samples:10,max_features:4",0.5656805228547532,0.27261960769410987
48,All,Isolation Forest,"n_est:200,max_samples:10,max_features:5",0.6117614444632079,0.29281856189019073
49,All,Isolation Forest,"n_est:200,max_samples:10,max_features:6",0.5774452661530046,0.2597670430935789
50,All,Isolation Forest,"n_est:200,max_samples:10,max_features:7",0.6412847397262803,0.32534892681665367
51,All,Isolation Forest,"n_est:200,max_samples:10,max_features:8",0.5947240839403232,0.3174727846242531
52,All,Isolation Forest,"n_est:200,max_samples:10,max_features:9",0.6823443854076999,0.3235981620257957
53,All,Isolation Forest,"n_est:200,max_samples:60,max_features:1",0.6171843488798054,0.2582696197312601
54,All,Isolation Forest,"n_est:200,max_samples:60,max_features:2",0.6924539740797622,0.29790897320733917
55,All,Isolation Forest,"n_est:200,max_samples:60,max_features:3",0.6417754492339843,0.2663106660430099
56,All,Isolation Forest,"n_est:200,max_samples:60,max_features:4",0.6135629576120275,0.26060301255565144
57,All,Isolation Forest,"n_est:200,max_samples:60,max_features:5",0.6212063396999394,0.2693520748530169
58,All,Isolation Forest,"n_est:200,max_samples:60,max_features:6",0.5987768805168183,0.3192176225687576
59,All,Isolation Forest,"n_est:200,max_samples:60,max_features:7",0.5944523197981736,0.26497525226815344
60,All,Isolation Forest,"n_est:200,max_samples:60,max_features:8",0.6245175531698625,0.26179523265872134
61,All,Isolation Forest,"n_est:200,max_samples:60,max_features:9",0.6190055989150387,0.29325361843316183
62,All,Isolation Forest,"n_est:200,max_samples:110,max_features:1",0.6128916228547283,0.2527579221505366
63,All,Isolation Forest,"n_est:200,max_samples:110,max_features:2",0.628408463625885,0.2604256888664571
64,All,Isolation Forest,"n_est:200,max_samples:110,max_features:3",0.6702148994597394,0.2800644694726768
65,All,Isolation Forest,"n_est:200,max_samples:110,max_features:4",0.5651781832386253,0.24424771780053361
66,All,Isolation Forest,"n_est:200,max_samples:110,max_features:5",0.6760644386580065,0.291251699279731
67,All,Isolation Forest,"n_est:200,max_samples:110,max_features:6",0.6819550418047833,0.30145115268621925
68,All,Isolation Forest,"n_est:200,max_samples:110,max_features:7",0.6357146972891683,0.289695571234047
69,All,Isolation Forest,"n_est:200,max_samples:110,max_features:8",0.6320571996794205,0.2725174752854644
70,All,Isolation Forest,"n_est:200,max_samples:110,max_features:9",0.6772956399752457,0.30757451818511494
71,All,Isolation Forest,"n_est:200,max_samples:160,max_features:1",0.538384377764879,0.22611037703332487
72,All,Isolation Forest,"n_est:200,max_samples:160,max_features:2",0.5815900122998531,0.25212104432549404
73,All,Isolation Forest,"n_est:200,max_samples:160,max_features:3",0.5886043395956738,0.2665176240707527
74,All,Isolation Forest,"n_est:200,max_samples:160,max_features:4",0.6431367955178747,0.2628080867294813
75,All,Isolation Forest,"n_est:200,max_samples:160,max_features:5",0.6074057661890486,0.27465635982397824
76,All,Isolation Forest,"n_est:200,max_samples:160,max_features:6",0.6294736630738258,0.2642202365437021
77,All,Isolation Forest,"n_est:200,max_samples:160,max_features:7",0.6598643835818039,0.2727631867615551
78,All,Isolation Forest,"n_est:200,max_samples:160,max_features:8",0.6694533923872615,0.30782446157060017
79,All,Isolation Forest,"n_est:200,max_samples:160,max_features:9",0.688717778363683,0.3321462743525853
80,All,Isolation Forest,"n_est:300,max_samples:10,max_features:1",0.5893072284273024,0.37035842910986205
81,All,Isolation Forest,"n_est:300,max_samples:10,max_features:2",0.5738478522401272,0.28425603563337876
82,All,Isolation Forest,"n_est:300,max_samples:10,max_features:3",0.6893787613890877,0.2933410305718309
83,All,Isolation Forest,"n_est:300,max_samples:10,max_features:4",0.6776210335717889,0.32424751556113407
84,All,Isolation Forest,"n_est:300,max_samples:10,max_features:5",0.6003981737549423,0.28440108613667997
85,All,Isolation Forest,"n_est:300,max_samples:10,max_features:6",0.6479446449243713,0.27476467187422643
86,All,Isolation Forest,"n_est:300,max_samples:10,max_features:7",0.6438565526837051,0.2762353431980493
87,All,Isolation Forest,"n_est:300,max_samples:10,max_features:8",0.6833774383629199,0.3199802463147852
88,All,Isolation Forest,"n_est:300,max_samples:10,max_features:9",0.6702592372993604,0.3056980451604948
89,All,Isolation Forest,"n_est:300,max_samples:60,max_features:1",0.577499113866806,0.23681460784488567
90,All,Isolation Forest,"n_est:300,max_samples:60,max_features:2",0.63566699201869,0.26312148737151
91,All,Isolation Forest,"n_est:300,max_samples:60,max_features:3",0.6345072550674222,0.2722076064140198
92,All,Isolation Forest,"n_est:300,max_samples:60,max_features:4",0.645324939616976,0.27128409944851517
93,All,Isolation Forest,"n_est:300,max_samples:60,max_features:5",0.6147428679685237,0.27516666374915055
94,All,Isolation Forest,"n_est:300,max_samples:60,max_features:6",0.6622064629229649,0.2974421006579355
95,All,Isolation Forest,"n_est:300,max_samples:60,max_features:7",0.6209521298501295,0.2696682273584224
96,All,Isolation Forest,"n_est:300,max_samples:60,max_features:8",0.6219510407980462,0.27253174766403493
97,All,Isolation Forest,"n_est:300,max_samples:60,max_features:9",0.6296937309163329,0.29389360081859717
98,All,Isolation Forest,"n_est:300,max_samples:110,max_features:1",0.5868334451237232,0.24912901658308056
99,All,Isolation Forest,"n_est:300,max_samples:110,max_features:2",0.6434355926466285,0.265785852304688
100,All,Isolation Forest,"n_est:300,max_samples:110,max_features:3",0.6344832777125217,0.27920560900872543
101,All,Isolation Forest,"n_est:300,max_samples:110,max_features:4",0.6446580947674865,0.2743790113625269
102,All,Isolation Forest,"n_est:300,max_samples:110,max_features:5",0.5945679661041894,0.2534723690399252
103,All,Isolation Forest,"n_est:300,max_samples:110,max_features:6",0.636626366833949,0.2715612627548229
104,All,Isolation Forest,"n_est:300,max_samples:110,max_features:7",0.6271251606701037,0.2705429193843467
105,All,Isolation Forest,"n_est:300,max_samples:110,max_features:8",0.673549560226002,0.28847331964352263
106,All,Isolation Forest,"n_est:300,max_samples:110,max_features:9",0.6519180262564821,0.2955219522166528
107,All,Isolation Forest,"n_est:300,max_samples:160,max_features:1",0.6464794383424658,0.2666846969129395
108,All,Isolation Forest,"n_est:300,max_samples:160,max_features:2",0.5987939047505968,0.24575426402761585
109,All,Isolation Forest,"n_est:300,max_samples:160,max_features:3",0.6421114751816605,0.26786451980538695
110,All,Isolation Forest,"n_est:300,max_samples:160,max_features:4",0.654606514457129,0.2916272657300737
111,All,Isolation Forest,"n_est:300,max_samples:160,max_features:5",0.6345915655585158,0.2723151649747663
112,All,Isolation Forest,"n_est:300,max_samples:160,max_features:6",0.6644603031036986,0.2848677052270274
113,All,Isolation Forest,"n_est:300,max_samples:160,max_features:7",0.6239857485337333,0.25891260635197116
114,All,Isolation Forest,"n_est:300,max_samples:160,max_features:8",0.6408583543839335,0.28508525647946786
115,All,Isolation Forest,"n_est:300,max_samples:160,max_features:9",0.6642052202162588,0.3078187422329741
116,All,Isolation Forest,"n_est:400,max_samples:10,max_features:1",0.6594410850510765,0.27172974719513443
117,All,Isolation Forest,"n_est:400,max_samples:10,max_features:2",0.5989823249790284,0.27586987325043955
118,All,Isolation Forest,"n_est:400,max_samples:10,max_features:3",0.6304740706576792,0.2742421221716607
119,All,Isolation Forest,"n_est:400,max_samples:10,max_features:4",0.5815405609541153,0.26537437854714546
120,All,Isolation Forest,"n_est:400,max_samples:10,max_features:5",0.6166742142848413,0.28633212057019297
121,All,Isolation Forest,"n_est:400,max_samples:10,max_features:6",0.6266073246360493,0.29817341010953075
122,All,Isolation Forest,"n_est:400,max_samples:10,max_features:7",0.6570982885718626,0.30457563702563145
123,All,Isolation Forest,"n_est:400,max_samples:10,max_features:8",0.6271897030948684,0.35553691104716745
124,All,Isolation Forest,"n_est:400,max_samples:10,max_features:9",0.6002389691071893,0.3044734858314983
125,All,Isolation Forest,"n_est:400,max_samples:60,max_features:1",0.6671443325764513,0.2725439134431566
126,All,Isolation Forest,"n_est:400,max_samples:60,max_features:2",0.6287531887699424,0.2770537931507127
127,All,Isolation Forest,"n_est:400,max_samples:60,max_features:3",0.6329301437693424,0.26255152963298584
128,All,Isolation Forest,"n_est:400,max_samples:60,max_features:4",0.6050405825306169,0.26919255577125933
129,All,Isolation Forest,"n_est:400,max_samples:60,max_features:5",0.6699317546484889,0.27856925832380797
130,All,Isolation Forest,"n_est:400,max_samples:60,max_features:6",0.6555332750809367,0.27994948904317873
131,All,Isolation Forest,"n_est:400,max_samples:60,max_features:7",0.6164088732052528,0.27513416754498204
132,All,Isolation Forest,"n_est:400,max_samples:60,max_features:8",0.661640983978263,0.2874185804033116
133,All,Isolation Forest,"n_est:400,max_samples:60,max_features:9",0.6175550157134302,0.2746324213850964
134,All,Isolation Forest,"n_est:400,max_samples:110,max_features:1",0.5955779147421384,0.2492323629210229
135,All,Isolation Forest,"n_est:400,max_samples:110,max_features:2",0.6036430363650105,0.25863789320646186
136,All,Isolation Forest,"n_est:400,max_samples:110,max_features:3",0.6468811915516897,0.277272421414926
137,All,Isolation Forest,"n_est:400,max_samples:110,max_features:4",0.6360114365435093,0.2609774151979756
138,All,Isolation Forest,"n_est:400,max_samples:110,max_features:5",0.6468469248247252,0.2704832325347304
139,All,Isolation Forest,"n_est:400,max_samples:110,max_features:6",0.6676848052290464,0.27245798855858616
140,All,Isolation Forest,"n_est:400,max_samples:110,max_features:7",0.6354122209304036,0.27832232933976325
141,All,Isolation Forest,"n_est:400,max_samples:110,max_features:8",0.6167176790868326,0.26620162397207714
142,All,Isolation Forest,"n_est:400,max_samples:110,max_features:9",0.6728236294369332,0.3021431746125015
143,All,Isolation Forest,"n_est:400,max_samples:160,max_features:1",0.6011171514228892,0.2501791152016529
144,All,Isolation Forest,"n_est:400,max_samples:160,max_features:2",0.5741810408155069,0.23926108539949084
145,All,Isolation Forest,"n_est:400,max_samples:160,max_features:3",0.6167876468168674,0.26342149081283733
146,All,Isolation Forest,"n_est:400,max_samples:160,max_features:4",0.6391259671074343,0.27312672538274735
147,All,Isolation Forest,"n_est:400,max_samples:160,max_features:5",0.6519519811842931,0.2789232099391183
148,All,Isolation Forest,"n_est:400,max_samples:160,max_features:6",0.6665588049461822,0.27991921557295985
149,All,Isolation Forest,"n_est:400,max_samples:160,max_features:7",0.6363423489850688,0.27082266384734693
150,All,Isolation Forest,"n_est:400,max_samples:160,max_features:8",0.63410294510514,0.27147859310699995
151,All,Isolation Forest,"n_est:400,max_samples:160,max_features:9",0.6268008271906822,0.27128857235859166
152,All,Isolation Forest,"n_est:500,max_samples:10,max_features:1",0.5288028521391043,0.24253348678662884
153,All,Isolation Forest,"n_est:500,max_samples:10,max_features:2",0.6229648557454981,0.26246931356699355
154,All,Isolation Forest,"n_est:500,max_samples:10,max_features:3",0.6438433635795141,0.3029373301325131
155,All,Isolation Forest,"n_est:500,max_samples:10,max_features:4",0.6039163906828426,0.2756701723820253
156,All,Isolation Forest,"n_est:500,max_samples:10,max_features:5",0.579548725602028,0.2551938783527406
157,All,Isolation Forest,"n_est:500,max_samples:10,max_features:6",0.6498913317590386,0.28119144299207366
158,All,Isolation Forest,"n_est:500,max_samples:10,max_features:7",0.5743999550011462,0.27305796642527275
159,All,Isolation Forest,"n_est:500,max_samples:10,max_features:8",0.6330632196480361,0.31067283846991317
160,All,Isolation Forest,"n_est:500,max_samples:10,max_features:9",0.6084183027599712,0.3382989774570925
161,All,Isolation Forest,"n_est:500,max_samples:60,max_features:1",0.6518946101400578,0.27213346836151264
162,All,Isolation Forest,"n_est:500,max_samples:60,max_features:2",0.6859452291112651,0.28609684559159415
163,All,Isolation Forest,"n_est:500,max_samples:60,max_features:3",0.6449017346259945,0.28171176572740464
164,All,Isolation Forest,"n_est:500,max_samples:60,max_features:4",0.6487920526636253,0.28309016582567625
165,All,Isolation Forest,"n_est:500,max_samples:60,max_features:5",0.6302565595682305,0.2751424789774387
166,All,Isolation Forest,"n_est:500,max_samples:60,max_features:6",0.6784808509173506,0.2860713790132446
167,All,Isolation Forest,"n_est:500,max_samples:60,max_features:7",0.6775998935891848,0.2997229680713742
168,All,Isolation Forest,"n_est:500,max_samples:60,max_features:8",0.676666990522054,0.32525600354801987
169,All,Isolation Forest,"n_est:500,max_samples:60,max_features:9",0.6626831102888482,0.2962157608379788
170,All,Isolation Forest,"n_est:500,max_samples:110,max_features:1",0.6283895685971856,0.2642602452323181
171,All,Isolation Forest,"n_est:500,max_samples:110,max_features:2",0.6802855444175354,0.29010245471953305
172,All,Isolation Forest,"n_est:500,max_samples:110,max_features:3",0.6391453921946944,0.2644178455896672
173,All,Isolation Forest,"n_est:500,max_samples:110,max_features:4",0.6318293368580773,0.2604320552927771
174,All,Isolation Forest,"n_est:500,max_samples:110,max_features:5",0.6397753200244152,0.26772181051229155
175,All,Isolation Forest,"n_est:500,max_samples:110,max_features:6",0.64304472122786,0.2781451081453277
176,All,Isolation Forest,"n_est:500,max_samples:110,max_features:7",0.6490000226989784,0.28865301601046367
177,All,Isolation Forest,"n_est:500,max_samples:110,max_features:8",0.6580756541982759,0.28175799494079606
178,All,Isolation Forest,"n_est:500,max_samples:110,max_features:9",0.6499919181659425,0.28212979306234137
179,All,Isolation Forest,"n_est:500,max_samples:160,max_features:1",0.5877589897308325,0.24430567599488984
180,All,Isolation Forest,"n_est:500,max_samples:160,max_features:2",0.6295401074734266,0.2653887822689915
181,All,Isolation Forest,"n_est:500,max_samples:160,max_features:3",0.6409740006899491,0.2659893472618492
182,All,Isolation Forest,"n_est:500,max_samples:160,max_features:4",0.6331270137548326,0.27047541118767926
183,All,Isolation Forest,"n_est:500,max_samples:160,max_features:5",0.6630032344796983,0.2783505896851477
184,All,Isolation Forest,"n_est:500,max_samples:160,max_features:6",0.6410549437501855,0.26820405002511455
185,All,Isolation Forest,"n_est:500,max_samples:160,max_features:7",0.647571577237265,0.28117657902313786
186,All,Isolation Forest,"n_est:500,max_samples:160,max_features:8",0.6088945759668705,0.26437775456608803
187,All,Isolation Forest,"n_est:500,max_samples:160,max_features:9",0.6502586935216368,0.2761884307184701
188,All,Isolation Forest,"n_est:600,max_samples:10,max_features:1",0.634944927539124,0.27603682696219556
189,All,Isolation Forest,"n_est:600,max_samples:10,max_features:2",0.6584589177177,0.28243119602288624
190,All,Isolation Forest,"n_est:600,max_samples:10,max_features:3",0.6051006038676565,0.2948704448251669
191,All,Isolation Forest,"n_est:600,max_samples:10,max_features:4",0.5529915756857524,0.3728139255483548
192,All,Isolation Forest,"n_est:600,max_samples:10,max_features:5",0.6086694881579929,0.28134993436712274
193,All,Isolation Forest,"n_est:600,max_samples:10,max_features:6",0.6622489923274959,0.3030448655779705
194,All,Isolation Forest,"n_est:600,max_samples:10,max_features:7",0.6231628482079405,0.3178615849422805
195,All,Isolation Forest,"n_est:600,max_samples:10,max_features:8",0.6243124516867211,0.2923709689368056
196,All,Isolation Forest,"n_est:600,max_samples:10,max_features:9",0.6151485498470811,0.28881795999939763
197,All,Isolation Forest,"n_est:600,max_samples:60,max_features:1",0.5808204608092161,0.251028216828404
198,All,Isolation Forest,"n_est:600,max_samples:60,max_features:2",0.6373570681500657,0.2662609665869779
199,All,Isolation Forest,"n_est:600,max_samples:60,max_features:3",0.6205975830327382,0.2662340991785229
200,All,Isolation Forest,"n_est:600,max_samples:60,max_features:4",0.647580245253731,0.2808934380405307
201,All,Isolation Forest,"n_est:600,max_samples:60,max_features:5",0.6241797187870963,0.26805887058735495
202,All,Isolation Forest,"n_est:600,max_samples:60,max_features:6",0.6405140345787756,0.2732687549341989
203,All,Isolation Forest,"n_est:600,max_samples:60,max_features:7",0.6657612850714806,0.29967747883216755
204,All,Isolation Forest,"n_est:600,max_samples:60,max_features:8",0.6425286624489803,0.2744360224794996
205,All,Isolation Forest,"n_est:600,max_samples:60,max_features:9",0.6353637361620418,0.2828399663251939
206,All,Isolation Forest,"n_est:600,max_samples:110,max_features:1",0.6103119525586364,0.26234289597582544
207,All,Isolation Forest,"n_est:600,max_samples:110,max_features:2",0.6320488746420234,0.2668087618173902
208,All,Isolation Forest,"n_est:600,max_samples:110,max_features:3",0.6135021255971889,0.2670254200404751
209,All,Isolation Forest,"n_est:600,max_samples:110,max_features:4",0.5928074545440487,0.252400408671702
210,All,Isolation Forest,"n_est:600,max_samples:110,max_features:5",0.6657757213722855,0.28075772358537354
211,All,Isolation Forest,"n_est:600,max_samples:110,max_features:6",0.6430493358553313,0.28749509971772486
212,All,Isolation Forest,"n_est:600,max_samples:110,max_features:7",0.6390812862887445,0.28087820009414866
213,All,Isolation Forest,"n_est:600,max_samples:110,max_features:8",0.6557050140546586,0.27925270050757517
214,All,Isolation Forest,"n_est:600,max_samples:110,max_features:9",0.6407445165130079,0.27910444915265153
215,All,Isolation Forest,"n_est:600,max_samples:160,max_features:1",0.6486979828590286,0.2613503030044566
216,All,Isolation Forest,"n_est:600,max_samples:160,max_features:2",0.6067704754138885,0.25750036891559486
217,All,Isolation Forest,"n_est:600,max_samples:160,max_features:3",0.6252937148025526,0.26666164228266487
218,All,Isolation Forest,"n_est:600,max_samples:160,max_features:4",0.6181995357435325,0.26525173029851906
219,All,Isolation Forest,"n_est:600,max_samples:160,max_features:5",0.6367696073650453,0.27487596759587274
220,All,Isolation Forest,"n_est:600,max_samples:160,max_features:6",0.632439496621469,0.2709786599669248
221,All,Isolation Forest,"n_est:600,max_samples:160,max_features:7",0.6509801032229805,0.28345164132094014
222,All,Isolation Forest,"n_est:600,max_samples:160,max_features:8",0.6669106702908538,0.2916742238583634
223,All,Isolation Forest,"n_est:600,max_samples:160,max_features:9",0.6552045764133669,0.2876974069707648
224,All,Isolation Forest,"n_est:700,max_samples:10,max_features:1",0.5354365662083053,0.26819567841305486
225,All,Isolation Forest,"n_est:700,max_samples:10,max_features:2",0.658025548074316,0.30431870139512407
226,All,Isolation Forest,"n_est:700,max_samples:10,max_features:3",0.6072153504460349,0.28536713578560113
227,All,Isolation Forest,"n_est:700,max_samples:10,max_features:4",0.5946295776169116,0.27117995943197004
228,All,Isolation Forest,"n_est:700,max_samples:10,max_features:5",0.6469144605213631,0.28236925551241443
229,All,Isolation Forest,"n_est:700,max_samples:10,max_features:6",0.6075467929461553,0.28643909396559486
230,All,Isolation Forest,"n_est:700,max_samples:10,max_features:7",0.6534969771695671,0.294553643174849
231,All,Isolation Forest,"n_est:700,max_samples:10,max_features:8",0.6268691423852036,0.3014788865652814
232,All,Isolation Forest,"n_est:700,max_samples:10,max_features:9",0.6618818488243051,0.29018994332351195
233,All,Isolation Forest,"n_est:700,max_samples:60,max_features:1",0.6229164956967975,0.2772690765754561
234,All,Isolation Forest,"n_est:700,max_samples:60,max_features:2",0.6259381101129935,0.2694736569184622
235,All,Isolation Forest,"n_est:700,max_samples:60,max_features:3",0.597609691565783,0.27423858182644933
236,All,Isolation Forest,"n_est:700,max_samples:60,max_features:4",0.6355385619473828,0.27770969302923876
237,All,Isolation Forest,"n_est:700,max_samples:60,max_features:5",0.6646237482199385,0.28780710908628
238,All,Isolation Forest,"n_est:700,max_samples:60,max_features:6",0.6395345175382036,0.26877945566309525
239,All,Isolation Forest,"n_est:700,max_samples:60,max_features:7",0.6079335797960135,0.26723611102222855
240,All,Isolation Forest,"n_est:700,max_samples:60,max_features:8",0.6332820091140139,0.2821296131556296
241,All,Isolation Forest,"n_est:700,max_samples:60,max_features:9",0.646883031166695,0.2781667424342873
242,All,Isolation Forest,"n_est:700,max_samples:110,max_features:1",0.5988483137028744,0.2597412632371605
243,All,Isolation Forest,"n_est:700,max_samples:110,max_features:2",0.613797243495932,0.25809823401055937
244,All,Isolation Forest,"n_est:700,max_samples:110,max_features:3",0.6283473821717234,0.26703206499102616
245,All,Isolation Forest,"n_est:700,max_samples:110,max_features:4",0.6652673016726653,0.27914594400828885
246,All,Isolation Forest,"n_est:700,max_samples:110,max_features:5",0.6305708842948263,0.27068045252070333
247,All,Isolation Forest,"n_est:700,max_samples:110,max_features:6",0.6379693793276163,0.27390534342515355
248,All,Isolation Forest,"n_est:700,max_samples:110,max_features:7",0.6461995362424112,0.2946273441053953
249,All,Isolation Forest,"n_est:700,max_samples:110,max_features:8",0.651760006445512,0.28451024957374704
250,All,Isolation Forest,"n_est:700,max_samples:110,max_features:9",0.6427546544754029,0.28538949684981874
251,All,Isolation Forest,"n_est:700,max_samples:160,max_features:1",0.5801987644771466,0.2361276051755392
252,All,Isolation Forest,"n_est:700,max_samples:160,max_features:2",0.6243999113492648,0.2581963957429207
253,All,Isolation Forest,"n_est:700,max_samples:160,max_features:3",0.6183110351208072,0.2567929612095679
254,All,Isolation Forest,"n_est:700,max_samples:160,max_features:4",0.6437813467278923,0.2698203985791452
255,All,Isolation Forest,"n_est:700,max_samples:160,max_features:5",0.6110218880511331,0.25889128964939045
256,All,Isolation Forest,"n_est:700,max_samples:160,max_features:6",0.636915529368861,0.2820639886420866
257,All,Isolation Forest,"n_est:700,max_samples:160,max_features:7",0.6370114699683784,0.2791643895295505
258,All,Isolation Forest,"n_est:700,max_samples:160,max_features:8",0.6456964171283995,0.283203298558737
259,All,Isolation Forest,"n_est:700,max_samples:160,max_features:9",0.6481518354618406,0.2860276697259418
260,All,Isolation Forest,"n_est:800,max_samples:10,max_features:1",0.6164746004668007,0.28150070902969326
261,All,Isolation Forest,"n_est:800,max_samples:10,max_features:2",0.618650740298494,0.26500804359299784
262,All,Isolation Forest,"n_est:800,max_samples:10,max_features:3",0.6456760878235945,0.28098810279766817
263,All,Isolation Forest,"n_est:800,max_samples:10,max_features:4",0.5796321318755767,0.26117737519552997
264,All,Isolation Forest,"n_est:800,max_samples:10,max_features:5",0.649266205636281,0.3032282155903937
265,All,Isolation Forest,"n_est:800,max_samples:10,max_features:6",0.6356650588639385,0.27447311188220164
266,All,Isolation Forest,"n_est:800,max_samples:10,max_features:7",0.6194776628333664,0.3163327411480628
267,All,Isolation Forest,"n_est:800,max_samples:10,max_features:8",0.6408878505838502,0.29798906488236276
268,All,Isolation Forest,"n_est:800,max_samples:10,max_features:9",0.6123792744857746,0.29280404955945094
269,All,Isolation Forest,"n_est:800,max_samples:60,max_features:1",0.6353011892518592,0.27160100670021436
270,All,Isolation Forest,"n_est:800,max_samples:60,max_features:2",0.5962712936995869,0.25435609467647463
271,All,Isolation Forest,"n_est:800,max_samples:60,max_features:3",0.6093424130909747,0.26719846360684096
272,All,Isolation Forest,"n_est:800,max_samples:60,max_features:4",0.6397564561756313,0.2717443675781394
273,All,Isolation Forest,"n_est:800,max_samples:60,max_features:5",0.6436766133922475,0.2708772052119155
274,All,Isolation Forest,"n_est:800,max_samples:60,max_features:6",0.6466704776837863,0.2911674716102769
275,All,Isolation Forest,"n_est:800,max_samples:60,max_features:7",0.645583483475019,0.2909024007491233
276,All,Isolation Forest,"n_est:800,max_samples:60,max_features:8",0.6622176876924892,0.2939634059395479
277,All,Isolation Forest,"n_est:800,max_samples:60,max_features:9",0.6702820298174778,0.301781706248197
278,All,Isolation Forest,"n_est:800,max_samples:110,max_features:1",0.5788296232144198,0.25071637838874905
279,All,Isolation Forest,"n_est:800,max_samples:110,max_features:2",0.6578157072440421,0.2656328258340981
280,All,Isolation Forest,"n_est:800,max_samples:110,max_features:3",0.6238802357002048,0.2733870416754494
